storename,location,lng,lat,score,special,img_url 
众鑫品羊阁,宁国路与水阳江路交叉口罍街二期地下车库入口旁,None,None,4.5,"羊肉串,烧饼,羊肉汤,蜜汁鸡翅,羊一锅小份,溜口滑肉,红烧羊排,羊肉面条,田园蒸菜,烤油羊腰",https://dimg07.c-ctrip.com/images/100t0o000000en3po4366_R_220_140.jpg
湘七里时尚餐厅(南七店),金寨路与太湖路交口南50米路西,None,None,4.5,"油爆河虾,坛子肉,鲜红椒肉拌饭,香芹小炒肉,碎炒黄牛肉,火宫殿臭豆腐,肉枣锅,大碗冬瓜,烧烤味羊排,五花肉大白菜豆腐,养生肚煲鸡,砂锅回肠",https://dimg07.c-ctrip.com/images/100p0n000000e4scc0D62_R_220_140.jpg
大喜川菜(华润万象城店),潜山路与习友路交叉口西北角华润万象城5层,None,None,4.2,"夫妻肺片,麻婆豆腐,红糖糍粑,洛带伤心凉粉,大喜跳跳蛙,大喜沸腾鱼,大喜回锅肉,大喜毛血旺,特色口水鸡片,酸辣土豆丝",https://dimg08.c-ctrip.com/images/100f0g0000007qlv50D95_R_220_140.jpg
金伯穗粗粮馆(同创店),天智路同创科技园底商,None,None,4.6,None,https://dimg03.c-ctrip.com/images/10040g0000007qkcm4987_R_220_140.jpg
三河城里小厨,清潭路与紫云路交口向北200米(力聚集团北侧),None,None,4.4,None,https://dimg07.c-ctrip.com/images/100s0k000000cnhpv2B0C_R_220_140.jpg
半节巷面馆,马鞍山南路新都会国贸公寓3栋102,None,None,4.7,"烧鹅,biangbiang面,鸡蛋肠粉,普通肉夹馍,牛肉肠粉,油泼扯面,杨凌蘸水面,广式肠粉,岐山臊子面,猪肝海米肠",https://dimg04.c-ctrip.com/images/100j0k000000cha9q5D23_R_220_140.jpg
仟吉KenGee(中环城店),经济技术开发区翡翠路以东、繁华大道以南经典华城7#楼103室,None,None,4.7,"榴莲盒子,草莓盒子,撒哈拉蛋糕,绿小豆,手指蛋糕,青柠盒子,慕斯缤纷,巧克力星座蛋糕,榛果纯真,万象慕斯",https://dimg02.c-ctrip.com/images/100q0g0000007qlir8C74_R_220_140.jpg
蒸任性蒸汽海鲜料理(之心城店),长江西路189号之心城室内步行街6层,None,None,4.0,"海鲜粥,爱吃虾滑的秋葵,蒸海鲜,蛏子,多宝鱼,面包蟹,小鲍鱼,海南椰子饭,基围虾,生蚝",https://dimg04.c-ctrip.com/images/10020k000000cqhf9E35C_R_220_140.jpg
台萃鲜茶(东风路店),东风路与牡丹路交口向东10米,None,None,4.7,"香橙多多,甘梅薯条,美式拿铁,香滑布丁,椒盐四季豆,草莓萃鲜奶,台萃一口肠,咖啡汁,台萃香香鸡,鲜柠檬小紫苏,白胡子黑糖咖啡,白桃乌龙萃鲜奶",https://dimg02.c-ctrip.com/images/100k0k000000cgipl00F2_R_220_140.jpg
表叔茶餐厅(万达茂店),庐州大道万达茂3楼,None,None,3.6,"奶茶,菠萝包,菠萝油,表述虾饺皇,天鹅榴莲酥,uncle烧鹅,特色烧味拼盘,杨枝甘露,干炒牛河,锦卤炸云吞",https://dimg06.c-ctrip.com/images/10010n000000eibq6BB7A_R_220_140.jpg
仟吉KenGee(新里程店),桐城南路358号新里程花园6栋商业103、104,None,None,4.6,"原味泡芙巧克力焦糖泡芙,芦荟酸奶,手撕包,全麦吐司,南瓜餐包,北海道香浓吐司,美式原味乳酪,天使戚风蛋糕,俄罗斯干果面包,万象慕斯",https://dimg06.c-ctrip.com/images/100f0n000000e5d1wDF18_R_220_140.jpg
蜜雪冰城(大学城店),丹霞西路与白鸟路交口大学城商业街A17,None,None,4.8,"魔天脆脆,草莓缤纷碗,蓝莓奶昔,蓝莓圣代,蓝莓果粒茶,茉莉蜜茶,森林玫果,芒果冰麦,鲜莓多多,蜂蜜柚子茶",https://dimg03.c-ctrip.com/images/10020k000000cruuc77A3_R_220_140.jpg
阿谷屋(万达广场店),临泉东路与路交口万达广场内街3楼中庭3033号商铺,None,None,3.9,"牛肉海带汤,五花肉石锅拌饭,经典培根拌饭,照烧鸡排拌饭,海草沙律,韩式酱年糕,经典肥牛拌饭,泡菜,鸡翅,烤五花肉",https://dimg01.c-ctrip.com/images/100g0g0000007qlxk213E_R_220_140.jpg
玛萨咔咔泰国美食(之心城店),长江西路189号之心城室内步行街6层,None,None,3.5,"冬阴功汤,青柠檬蒸鲈鱼,马来咖喱鸡,泰味猪颈肉炒茄子,椰汁西米糕,泰式猪颈肉,咖喱皇炒大虾,三巴酱空心菜,三杯鸡,菠萝饭",https://dimg04.c-ctrip.com/images/100e0j000000aejiv14A2_R_220_140.jpg
巴莉甜甜(肥东梁园路店),店埠镇粱园路琪瑞大厦1楼,None,None,4.5,None,https://dimg01.c-ctrip.com/images/10010k000000ctovn1135_R_220_140.jpg
隍尚海鲜烤肉火锅自助餐厅,安庆路城隍庙南门庐园春天4楼,None,None,4.4,"烤虾,花甲",https://dimg02.c-ctrip.com/images/100v0k000000cuqffF8E3_R_220_140.jpg
仟吉西饼(大润发店),阜阳北路与风台路交口(大润发超市出口处),None,None,4.7,"提拉米苏,原味泡芙巧克力焦糖泡芙,榴莲芝士,原味戚风蛋糕,撒哈拉蛋糕,手指蛋糕,熊爪子,慕斯缤纷,葡萄奶酥菠萝包,仟吉栗浓秋柚蛋糕",https://dimg08.c-ctrip.com/images/tg/671/632/904/8df9ac0a050b4eb6a896bb939071e9d8_R_220_140.jpg
辣府(太湖路店),太湖路与马鞍山路交口绿地缤纷城3楼,None,None,4.0,"鲜虾滑,辣府烤猪脑,雪花肥牛,糖糍粑,辣府特级肥牛,辣府鲜毛肚,辣府酥肉,辣府麻辣嫩牛肉,手打撒尿牛肉丸,辣府番茄鸳鸯锅",https://dimg05.c-ctrip.com/images/100e0k000000cihp77DD4_R_220_140.jpg
皖江春大酒店,临泉东路117号满天星购物中心旁边,None,None,4.8,"土锅巴烧牛肉,金汤老鸭煲,诸葛烤鱼,羊肉锅,糯米蒸排骨,红烧大甲鱼,金沙焗大虾,蓝莓汁,香菇青菜,糖醋排骨",https://dimg02.c-ctrip.com/images/100p0n000000e46l88C16_R_220_140.jpg
张亮麻辣烫(安大店),龙河路安大北门西园南村11栋,None,None,4.7,"蟹黄包,糯米紫薯圆子,千张,麻辣烫,娃娃菜,鱼豆腐,方便面,菠菜,里脊肉,粉丝",https://dimg05.c-ctrip.com/images/100u0g0000007q91e981B_R_220_140.jpg
爱斯米牛排自助(悦方idmall店),庐州大道与紫云路交口悦方IDMall5楼,None,None,4.0,"甜点,黑胡椒,鳕鱼排,猪排,法式羊排,龙利鱼排,三拼,凉菜,蛋挞,牛排",https://dimg08.c-ctrip.com/images/10090g0000007r30f48A2_R_220_140.jpg
蜀钱烧烤 来自四川的味道(绿地蓝海店),潜山路绿地蓝海国际大厦C-商2-103至商2-403,None,None,4.5,"烤羊肉,脆骨,掌中宝,土豆,烤韭菜,烤馒头片,烤五花肉,鸡翅,烤扇贝,烤牛肉",https://dimg06.c-ctrip.com/images/10090m000000e13404189_R_220_140.jpg
徽小厨(万达茂店),南宁路滨湖万达茂3楼,None,None,4.5,"臭鳜鱼,皇家碳烧鸡,贴饼小公鸡,干锅野山笋,蛋黄焗锅巴,牛肉粒锅巴,年糕,西红柿蛋汤,宝宝爱吃的油爆虾,芝士炯南瓜",https://dimg08.c-ctrip.com/images/100u0m000000dqdisCB4D_R_220_140.jpg
小潘吴山贡鹅,合作化南路高架与合作化南路高架入口交叉口东南100米,None,None,5.0,None,https://dimg02.c-ctrip.com/images/100q0k000000cltt9C0F6_R_220_140.jpg
酱出名门(银泰百货店),长江中路98号银泰中心7楼,None,None,4.4,"名门桑拿茄,孜然酱香烤肉,名门酱骨头,第三代咕咾肉,铁板蒜蓉虾,椒盐猪手,名门酱鱼头,竹筒糯米肉,名门糖年糕",https://dimg05.c-ctrip.com/images/100c0j000000afbmd55CB_R_220_140.jpg
孙记鲍汁饭(万达店),马鞍山路130号万达广场C区4-1#三层,None,None,3.8,"脆皮乳鸽,鲍汁花菇捞饭,港式鲍汁虾仁捞饭,港式鲍汁鹅掌捞饭,港式木瓜牛奶冰糖雪蛤,招牌鲍汁鱼翅捞饭,海参鲍汁捞饭,泡菜,川椒鲜虫草配文昌鸡,秘制叉烧捞饭",https://dimg06.c-ctrip.com/images/100g0k000000ci38xD59D_R_220_140.jpg
紫燕百味鸡(紫桐店),森景大道与银杏大街交叉口东北角门面房,None,None,4.5,None,https://dimg03.c-ctrip.com/images/100w0g0000007q9272750_R_220_140.jpg
壶沏,瑶海万达外街一楼(七号门),None,None,4.9,"红豆,珍珠奶茶,珍珠,芝士奶盖可可,芝士奶盖乌龙,布丁奶绿,芝士奶盖,椰果,布丁,芝麻珍珠烤奶/小份",https://dimg02.c-ctrip.com/images/10060g0000007qq83C547_R_220_140.jpg
USTC1958 ·by UNILAB,金寨路中国科学技术大学东校区郭沫若广场西北角,None,None,4.3,"曼特宁,埃塞俄比亚手冲,澳白,焦糖烤布蕾,原味双层乳酪,红果乳酪",https://dimg08.c-ctrip.com/images/100q1800000147jay9FAC_R_220_140.jpg
四宝地锅王,江淮路与富康路交叉口旁,None,None,4.4,None,https://dimg03.c-ctrip.com/images/100712000000swxhh2F1C_R_220_140.jpg
疯狂烤翅,合肥市庐阳区 淮河路步行街中段(近新安商城),None,None,4.3,None,https://dimg04.c-ctrip.com/images/10010k000000ctt4q1D8E_R_220_140.jpg
蜜雪冰城,东风路信泰广场1层童话KTV入口电梯对面(哈大鸡排旁),None,None,4.5,脆皮玉米,https://dimg07.c-ctrip.com/images/100b0k000000cj7pxC12D_R_220_140.jpg
嘎嘎鸭下巴(中环店),繁华大道12167号中环购物中心4层,None,None,3.7,"养生涮涮锅,澳洲霜降肥牛,养生美味肘子锅,养生美味大骨鱼片锅,自家鲜肉丸,美味鸳鸯涮锅,美味干锅鱼,杏鲍菇,里脊肉,香菇贡丸,墨鱼丸,开花肠,牛百叶,牛蹄筋,培根肉,菌汤鸳鸯锅,牛肉丸汤,鸡肫,纯羊肉卷,金牌香辣虾,新鲜猪脑,澳洲霜降牛肉,招牌鸭下巴,香辣鸡翅,鹌鹑蛋,千叶豆腐",https://dimg06.c-ctrip.com/images/100b0k000000cktrp614D_R_220_140.jpg
味千拉面,南宁路万达茂3楼,None,None,3.6,"麻辣牛肉面,味千煎饺,猪软骨春笋拉面,烧肥牛铁板饭,串烧盛合,浓厚豚骨拉面,盐烧鸡翅,阿根廷红虾拉面,骨汤番茄肥牛拉面,<金针菇牛肉卷>",https://dimg07.c-ctrip.com/images/10060g0000007qq601CB2_R_220_140.jpg
汇红老汤面疙瘩,长春街包河花园B区老乡鸡隔壁老汤面疙瘩,None,None,4.6,面疙瘩,https://dimg02.c-ctrip.com/images/100m0n000000ef9jf03CD_R_220_140.jpg
马老大烧烤,和平路与肥东路交口东北侧青皮树酒店旁,None,None,4.4,"生蚝,烤鱼,羊肉串,烤鸡翅,韭菜金针菇,脆骨,花甲,脑花,五花肉,猪蹄",https://dimg05.c-ctrip.com/images/fd/tg/g2/M08/43/6F/CghzgVU3oIuAY2dDAAGT6ZMcswg460_R_220_140.jpg
黑鱼郭我家酸菜鱼(滨湖总店),滨湖世纪城天山路与紫云路交口北88米(振徽苑东门旁),None,None,4.4,"鱼肉,特色黑鱼,老油条,川味泡萝卜,山城口水鸡,海带丝,香菇贡丸,黑鱼锅底,菠菜,金针菇",https://dimg07.c-ctrip.com/images/100l0g0000007qq36DC3E_R_220_140.jpg
虹泥小厨(包河苑店),纬一路包河苑美食文化街177号,None,None,4.4,"虹泥猪手,手工山芋粉,红泥猪尾煲,湘味炒猪肝,虹泥养生豆腐,小炒鸡肫,红泥鸭五件,小黄鱼,炭炉灰豆腐,椿芽五成干",https://dimg08.c-ctrip.com/images/tg/084/517/668/37585e7d89824690a69cb6b4b775716e_R_220_140.jpg
紫燕百味鸡,五河路与阜阳北路交叉口北80米路东,None,None,4.6,"夫妻肺片,香辣鸭锁骨,藤椒鸡,鸭翅膀,虎皮凤爪,香辣脆肠,五香猪手,香油云丝,川椒鸡尖,芙蓉鹅,腐竹,酸辣海带丝",https://dimg04.c-ctrip.com/images/tg/695/593/761/9818cbb84919412aabd5ce46b1265202_R_220_140.jpg
正新鸡排(南城店),安庆路258号(蒙城路博物馆公交站斜对面),None,None,4.7,正新鸡排,https://dimg02.c-ctrip.com/images/100i0k000000ce40oD587_R_220_140.jpg
正新鸡排(九狮桥店),长江中路与九狮桥街交叉口小东门站台对面,None,None,4.6,"正新鸡排,疯狂烤翅,火爆鱿鱼,正新大肉串,阿拉伯烤肉,冰爽柠檬汁,酸梅汤",https://dimg03.c-ctrip.com/images/100p0g0000007qdep3C0C_R_220_140.jpg
可可香酸辣粉,北一环蒙城路与濉溪路交口北京华联蒙城路购物中心B1层,None,None,4.6,"炸串,酸辣粉",https://dimg01.c-ctrip.com/images/10070k000000cyhm01C35_R_220_140.jpg
DQ(银泰店),潜山路190号银泰城2楼228,None,None,4.6,"咖啡Q弹麻薯暴风雪,杏仁提拉米苏,迷你杯暴风雪,宇治抹茶巴旦木暴风雪,草莓芝士冰淇淋蛋糕,朗姆酒葡萄巴旦木,巧克力巴旦木拌拌碗,芒果华夫脆爆风雪,樱花味暴风甜心,抹茶红豆蛋糕冰淇淋",https://dimg04.c-ctrip.com/images/fd/tg/g2/M0A/43/85/CghzgVU3omyAF64dAAD4wNH8N84785_R_220_140.jpg
仟吉KenGee(信地广场店),全椒路信地广场步行街星巴克北侧,None,None,4.6,"葡式蛋挞,花生酥,牛奶大理石面包,起酥椰子派,栗子蛋糕,经典小石头,慕斯缤纷,巧克力星座蛋糕,阳光向日葵,榛果纯真",https://dimg01.c-ctrip.com/images/10090g0000007qr2p7EC2_R_220_140.jpg
Yoglee优格丽澳洲自助酸奶冰淇淋(之心城店),长江西路189号之心城室内步行街6层,None,None,4.6,"蜗牛,榴莲,咸焦糖,新鲜水果,宇治抹茶,北海道牛乳,奇异果口味,冰淇淋,芝士柠檬味冰淇淋,奥里奥碎",https://dimg02.c-ctrip.com/images/fd/tg/g1/M04/1D/EB/CghzflU3o5mAN3-xAAEcDTJWei4415_R_220_140.jpg
紫燕百味鸡(禹州店),禹州华侨城梅园11幢商108室,None,None,4.6,"椒麻鸡,酱鸭,鸭掌,翅尖,海白菜,藤椒鸡,香辣豆干,鸡锁骨,香酥花生米,烤鹅,芙蓉鹅,鸭肠",https://dimg03.c-ctrip.com/images/100w0k000000cjg2xE9EB_R_220_140.jpg
摩提工房(万象城店),天鹅湖南岸习友路和潜山路交叉口西北角万象城1F,None,None,4.5,None,https://dimg06.c-ctrip.com/images/100v0n000000eg5dxE5DC_R_220_140.jpg
紫燕百味鸡(方兴店),紫云路北、桃源路西方兴园1#商铺157号,None,None,4.7,"藤椒鸡,香辣豆干,百味鸡,孜然鸭锁骨,芙蓉鹅,海带凤爪,凉拌海带丝,卤牛肉,鸭翅,夫妻肺片",https://dimg03.c-ctrip.com/images/100a0k000000cjwg0DD0B_R_220_140.jpg
超港连锁烘焙坊(大溪地店),怀宁路与贵池路交叉口东50米，大溪地现代商城六期商110店铺,None,None,4.7,"黄山烧饼,草莓慕斯,麻薯,丹麦披萨,鲜果乐园,脆皮餐包,超港手撕包,一品蛋挞,肉松卷,法式三明治",https://dimg01.c-ctrip.com/images/10090k000000ckna8E699_R_220_140.jpg
仟吉西饼(百脑汇店),绩溪路与宿松路交口中国银行向南50米路西,None,None,4.7,"丹麦小羊角,红莓魔方,Café,全麦面包,乳酪蛋糕,唱片面包,椰果巧克力,花生手指饼,黄金唱片,北海道戚风蛋糕,南瓜餐包,丹麦皇家吐司,冷泡茶,北海道香浓吐司,迷你泡芙,乳酪餐包,迷你麻薯球,仟吉西饼,夏日么么茶,卡雷特饼,士多梨啤,巧克力星座蛋糕,俄罗斯干果面包,一口稣,黑森林,松松小贝",https://dimg08.c-ctrip.com/images/tg/671/632/904/8df9ac0a050b4eb6a896bb939071e9d8_R_220_140.jpg
仟吉西饼(滨湖世纪店),滨湖世纪城天山路与福州路交口徽杰苑133号(爱心缘超市对面),None,None,4.6,"法式香片,迷你泡芙,迷你麻薯球,手指蛋糕,软玉千层派,醇味戚风蛋糕,慕斯缤纷,洋风乳酪吐司,天使戚风蛋糕,雪媚娘",https://dimg08.c-ctrip.com/images/tg/671/632/904/8df9ac0a050b4eb6a896bb939071e9d8_R_220_140.jpg
Yoglee优格丽澳洲自助酸奶冰淇淋(万象城店),潜山路与习友路交叉口华润万象城3层L341A铺,None,None,4.6,"巧克力豆,新鲜水果,北海道牛乳,爆爆珠,椰果粒,芒果配料,黑巧克力！！,奥利奥配料,酸奶,冰淇淋",https://dimg04.c-ctrip.com/images/100a0n000000e6rlc3E37_R_220_140.jpg
满记甜品(银泰店),庐阳长江中路98号银泰中心三楼,None,None,4.6,"芒果白雪黑糯米,杂果小圆子芒汁,香蕉班戟,榴莲忘返,芝麻糊黑糯米,雪山草莓,榴莲班戟,芒果班戟,杨枝甘露,琥珀果仁双皮奶(热)",https://dimg07.c-ctrip.com/images/tg/947/337/850/d38bef410ec344aab728873775e58c81_R_220_140.jpg
张亮麻辣烫(安大新区店),九龙路美食街468号(竹西村公交站正对面),None,None,4.6,"金针菇,香菜,小辣椒,丸子,麻辣烫,西兰花",https://dimg03.c-ctrip.com/images/100u0g0000007qojb6147_R_220_140.jpg
西树泡芙(瑶海万达店),临泉东路瑶海万达广场三楼,None,None,4.6,"章鱼烧,玉米奶酪,原味香草泡芙,西树泡芙,曲奇榴莲泡芙,可可抹茶泡芙,可可香草泡芙,原味抹茶泡芙,摩提,脏黑糖珍珠泡芙",https://dimg03.c-ctrip.com/images/100a0k000000cgs9sE8EA_R_220_140.jpg
澳门皇茶(之心城店),长江西路189号之心城室内步行街4层,None,None,4.6,"珍珠蛋糕鲜奶茶,芒椰西米露,奶盖,抹茶奶茶,香芋紫薯鲜牛乳,宇治抹茶,蓝柑物语,皇茶,芝味海盐茉莉绿茶,珍珠蛋糕抹茶",https://dimg05.c-ctrip.com/images/100m0g0000007qseaF2DD_R_220_140.jpg
紫燕百味鸡(石笋店),翡翠路以西德信.文锦新城4幢22号,None,None,4.6,"翅尖,藤椒鸡,百味鸡,孜然鸭锁骨,芙蓉鹅,海带凤爪,鸭掌,鸡翅,藕片,夫妻肺片",https://dimg01.c-ctrip.com/images/100p0k000000chzwlFC06_R_220_140.jpg
紫悦·贡鹅饭庄,高刘镇（近长岗）合肥新桥国际机场F3,None,None,4.5,贡鹅,https://dimg07.c-ctrip.com/images/fd/tg/g2/M05/CB/D6/Cghzf1W7UaWAES0ZAABHGFhuFiM584_R_220_140.jpg
卜秀小铁板(华润万象城店),潜山路与习友路交叉口西北角华润万象城6层,None,None,4.0,"小龙虾盖浇饭,铁板牛排,炒饭",https://dimg03.c-ctrip.com/images/10040n000000e54ij0D31_R_220_140.jpg
仟吉西饼(南七百大店),金寨路和望江东路交叉口百大集团一楼,None,None,4.5,"皇家芒果蛋糕,戚风蛋糕,椰蓉吐司,香片,撒哈拉蛋糕,小牛角,麻薯球,手指蛋糕,黑森林蛋糕,芝士蛋糕",https://dimg02.c-ctrip.com/images/10020g0000007qq6c6F73_R_220_140.jpg
邵哥牛肉面(步行街店),淮河路步行街合肥中誉职业培训学校旁,None,None,4.6,"鱼香肉丝,老北京炸酱面,酱香牛肉粉丝,酱香牛肉面,卤香干,招牌拌面,鸭腿面,特色牛肉拌面,鸡蛋面,手工水饺",https://dimg03.c-ctrip.com/images/100p0n000000e514t3660_R_220_140.jpg
仟吉西饼(海棠花园店),蒙城路与风台路交口蓝筹大厦一楼(海棠花园大门对面),None,None,4.6,"原味泡芙巧克力焦糖泡芙,蓝莓之夜,全麦吐司,北海道吐司,撒哈拉蛋糕,恩爱白面包,手指蛋糕,夏日么么茶,仟吉栗浓秋柚蛋糕,万象慕斯",https://dimg05.c-ctrip.com/images/100f0k000000cesgrCF3D_R_220_140.jpg
重庆老太婆摊摊面(百乐门店),莲花路与繁华大道交叉口向南100米百乐门名品广场8栋商104号(民生银行),None,None,4.4,"特色杂酱面,招牌豌杂面,重庆摊摊面,豌杂肥肠面,萝卜小菜,霸道牛肉面,碗杂牛肉面,冒菜,鸿福排骨面,辣问肥肠面",https://dimg08.c-ctrip.com/images/100u0n000000e60f4FC3C_R_220_140.jpg
百家筵酒楼(创新大道店),创新大道与望江路交口向北200米,None,None,4.4,"羊肉汤,白灼莴笋丝,干锅掌中宝,笋干红烧肉,黄山臭桂鱼,烧蘑菇,农家烧老鹅,金寨土公鸡,香锅鳝排,山药焖酱排",https://dimg06.c-ctrip.com/images/100t0g0000007qpjw591D_R_220_140.jpg
派客汉堡(纺机厂店),长江东路156号附近(近漕冲研究批发市场),None,None,4.4,"黑椒板烧堡套餐,美式手工牛肉堡,红烧牛肉米线,新奥尔良鸡腿堡,原味葡式蛋挞,咖喱鸡肉套餐,新奥尔良鸡翅,素面,特色肉酱面,卤鸡蛋",https://dimg08.c-ctrip.com/images/10070k000000d0rfbB2FD_R_220_140.jpg
梦幺妹串串火锅(滨湖店),庐州大道与福州路交口向西150米(徽杰苑北门),None,None,4.4,"猪皮,鬼肉魔芋,串串,滑蛋牛肉,生菜牛肉,香菜牛肉,猪脑,腊肠,红糖糍粑,鸳鸯锅",https://dimg03.c-ctrip.com/images/100q0k000000cj7h6C03F_R_220_140.jpg
紫焰林,宁国南路与水阳江路交口罍街美食广场B座4栋107室,None,None,4.4,"黑椒牛腩煲,毛鸡土豆焖面,十三香小龙虾,盱眙龙虾,蒸蛋,仔鸡煲,鱼羹汤,干锅鸭头,清水煮龙虾,羊肉串",https://dimg04.c-ctrip.com/images/10030g0000007qx5bD3CC_R_220_140.jpg
西树泡芙(百大望江西路店),望江西路218号百大购物中心1层,None,None,4.6,"原味香草泡芙,酸奶慕斯味,可可抹茶泡芙,可可香草泡芙,曲奇榴莲,原味抹茶泡芙,柠檬蜂蜜味,巧克力慕斯味,芒果慕斯味,鲜芒果泡芙酥皮香草泡",https://dimg04.c-ctrip.com/images/100r0k000000cdcaxEDB4_R_220_140.jpg
好利来(国购店),长江西路国购广场二层南2F.B号,None,None,4.6,"手撕包,奶油曲奇,唱片面包,草莓甜心,枫糖唱片,巧克力牛奶,好利来蛋糕,香醇草莓,生日蛋糕多层,老婆饼,水果蛋糕,手撕包㭉",https://dimg06.c-ctrip.com/images/100p0k000000ch7op698D_R_220_140.jpg
超港连锁烘焙坊(龙河路店),合作化南路158号,None,None,4.6,"法式奶香片,黄山烧饼,麻薯,丹麦披萨,香肠丹麦,火龙果欧包,超港手撕包,鲜奶蛋糕,泡芙,小猪佩奇欧包",https://dimg02.c-ctrip.com/images/fd/tg/g2/M07/44/36/CghzgFU3mRyAeZT3AADQBPn0m8s033_R_220_140.jpg
紫燕百味鸡(宿松路店),宿松路金安花园1幢底层南1号,None,None,4.6,"经典风爪,腐竹,鸭翅,鱿鱼,鸭架,鸭血,香辣鸭脖,凉拌海带丝,拌菜,海白菜,鸭架子,藤椒鸡,五香猪蹄,香辣豆干,鸡锁骨,紫燕鹅,香酥花生米,白油腐竹,烤鹅,黄金鸡翅,孜然鸭锁骨,芙蓉鹅,夫妻肺片烧鹅,海带凤爪,卤牛肉,招牌菜-夫妻肺片,香辣牛肉丝鸭爪,招牌菜-藤椒鸡,招牌菜-百味鸡",https://dimg01.c-ctrip.com/images/tg/450/992/312/b481b240762f4ba3a517dbd6c66a3304_R_220_140.jpg
仟吉西饼(元一店),胜利路元一时代广场A区华联超市大门旁,None,None,4.6,"葡式蛋挞,栗子蛋糕,美式葡萄吐司,软玉千层派,慕斯缤纷,黑芝麻手指饼,黄桃卡仕达,阳光向日葵,榛果纯真,万象慕斯",https://dimg05.c-ctrip.com/images/10060k000000cesbcE809_R_220_140.jpg
DQ(瑶海万达店),临泉东路277号万达广场3楼3030室,None,None,4.7,"标准杯暴风雪,情迷奥利奥,抹茶暴风雪,新草莓芝士,杏仁提拉米苏,浓郁抹茶杏仁,意大利柑橘风味松饼,暴风雪杏仁芝士,火龙果荔枝优格华夫控,醇香甜筒冰淇淋",https://dimg03.c-ctrip.com/images/10080k000000ck5fcD1FE_R_220_140.jpg
杨国福麻辣烫,龙河路安大北门同侧向西100米,None,None,4.7,"西红柿,紫薯丸子,甜不辣,豆腐干,培根肉,鸭血,煎蛋,油豆腐,粉丝,玉米",https://dimg08.c-ctrip.com/images/100e0k000000cea3z6BCF_R_220_140.jpg
超港连锁烘焙坊(南七店),望江东路365号(一环路口),None,None,4.7,"黄山烧饼,奥尔良鸡肉卷,黑眼豆豆,丹麦披萨,蓝莓毛毛虫,紫薯烧,黄桃丹麦,神户海苔堡,一品蛋挞,肉松卷,芝士软棒,原味毛毛虫",https://dimg07.c-ctrip.com/images/tg/811/631/268/8f2d609114fa42c6be3ed15ed770616e_R_220_140.jpg
华莱士(包河苑店),繁华大道包河苑南大门东侧,None,None,4.7,"港式奶茶,黑椒鸡块,鱿鱼,薯条,骨肉相连,牛肉堡,秘制烤翅,上校鸡块,辣味鸡肉卷,缤纷鸡米花,香甜玉米杯,劲脆鲜虾堡,果珍,开心鸡排,蜜汁手扒鸡,脆皮全鸡,香辣鸡翅,无骨鸡柳,香辣鸡腿堡",https://dimg01.c-ctrip.com/images/100b0k000000cf10jA1A0_R_220_140.jpg
仟吉KenGee(星隆广场店),东二环星隆国际商业广场一层001号商铺,None,None,4.7,"丹麦小羊角,Café,全麦面包,全麦吐司,南瓜餐包,丹麦皇家吐司,冷泡茶,乳酪餐包,仟吉西饼,仟吉栗浓秋柚蛋糕,俄罗斯干果面包,一口稣",https://dimg04.c-ctrip.com/images/100r0k000000cjd1fFF5A_R_220_140.jpg
仟吉西饼(豆瓣汇店),国光万豪广场A101-A102(省民政局对面),None,None,4.7,"奶酪菠萝包,榴莲芝士,撒哈拉蛋糕,迷你泡芙,慕斯缤纷,黄桃卡仕达,仟吉栗浓秋柚蛋糕,杂粮双味,方乳酪,万象慕斯",https://dimg03.c-ctrip.com/images/100q0k000000cg5u810F8_R_220_140.jpg
仟吉西饼(望湖城店),庐州大道与望湖北路交叉口华尔街1层,None,None,4.7,"蛋挞,金桔柠檬,草莓双层芝士,麻小黑,黄桃曼波夹心蛋糕,仟吉蛋糕,鸡枞菌粽,骨肉相连,招牌咖啡,黄金唱片,金丝蜜枣粽,法式葡萄,恩爱白面包,醇味戚风蛋糕,巧克力星座蛋糕,黄桃卡仕达,阳光向日葵,金手指新,俄罗斯干果面包,鲜乳酪球,黑森林,️雪媚娘",https://dimg06.c-ctrip.com/images/10020g0000007qdbhE7BE_R_220_140.jpg
诗立方西树泡芙(悦方IDMall店),庐州大道与紫云路交口悦方IDMall4楼,None,None,4.6,"脆皮法棍泡芙,抹茶巧克力棒",https://dimg06.c-ctrip.com/images/10050g0000007r0a0BEA3_R_220_140.jpg
果燃掂(之心城店),长江西路189号之心城室内步行街B1层,None,None,4.6,"芒果白雪黑糯米,多芒小丸子,原味双皮奶,芒椰小丸子,红豆沙甜豆露,红豆双皮奶,奶茶,杨枝甘露,荔浦香芋双皮奶,香芋芋圆桃胶鲜牛乳",https://dimg01.c-ctrip.com/images/tg/798/370/305/9d1f3228f6b342968e5b75d768dc7328_R_220_140.jpg
来西口陕西名小吃(临泉路店),临泉路与泗州路交口向南50米,None,None,4.6,"排骨砂锅,宝岛卤肉饭,清汤素面,咖喱土豆鸡块饭,岐山臊子汤面,家常豆腐饭,毛豆杂酱饭,滋补羊汤烩面,油泼手工扯面,招牌三合一面,岐山臊子拌面,排骨饭",https://dimg07.c-ctrip.com/images/100r0k000000cg3xhC3CE_R_220_140.jpg
